_id,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,LONG_WGS84,LAT_WGS84,geometry
12336,GO-20179011854,THEFT UNDER - BICYCLE,2017-08-07,2017,August,Monday,7,219,15,2017-08-07,2017,August,Monday,7,219,17,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GI,ROAM,MT,16,BLK,550,STOLEN,-79.4370618209781,43.65521640563446,"{""coordinates"": [[-79.437061821, 43.6552164060001]], ""type"": ""MultiPoint""}"
12337,GO-20171419485,THEFT UNDER - BICYCLE,2017-07-28,2017,July,Friday,28,209,13,2017-08-07,2017,August,Monday,7,219,6,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CCM,None,RG,24,WHIBLU,370,STOLEN,-79.44902312932014,43.779711616854215,"{""coordinates"": [[-79.449023129, 43.779711617]], ""type"": ""MultiPoint""}"
12338,GO-20179011871,THEFT UNDER - BICYCLE,2017-08-06,2017,August,Sunday,6,218,0,2017-08-07,2017,August,Monday,7,219,20,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,GI,EXPRESSWAY,FO,6,BLK,500,STOLEN,-79.38308454717834,43.66304470214845,"{""coordinates"": [[-79.383084547, 43.663044702]], ""type"": ""MultiPoint""}"
12339,GO-20179012099,THEFT UNDER - BICYCLE,2017-08-03,2017,August,Thursday,3,215,16,2017-08-07,2017,August,Monday,7,219,16,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GI,TALON 29ER,MT,18,WHI,1380,STOLEN,-79.36608185416597,43.649320288423866,"{""coordinates"": [[-79.366081854, 43.6493202880001]], ""type"": ""MultiPoint""}"
12340,GO-20179011882,B&E,2017-06-25,2017,June,Sunday,25,176,4,2017-08-07,2017,August,Monday,7,219,22,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,NORCO,BUSHP,RG,7,SIL,1000,STOLEN,-79.42913712361964,43.65581140378623,"{""coordinates"": [[-79.429137124, 43.6558114040001]], ""type"": ""MultiPoint""}"
12341,GO-20179011853,THEFT UNDER - BICYCLE,2017-08-05,2017,August,Saturday,5,217,8,2017-08-07,2017,August,Monday,7,219,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,NO,STORM 9.1 20 BL,MT,40,BLK,900,STOLEN,-79.40390381446156,43.75593078848159,"{""coordinates"": [[-79.403903814, 43.755930788]], ""type"": ""MultiPoint""}"
12342,GO-20179011846,THEFT UNDER - BICYCLE,2017-08-05,2017,August,Saturday,5,217,15,2017-08-07,2017,August,Monday,7,219,13,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RA,GRAND PRIX,RC,10,WHI,1000,STOLEN,-79.34161308535438,43.66482912754533,"{""coordinates"": [[-79.3416130849999, 43.6648291280001]], ""type"": ""MultiPoint""}"
12343,GO-20179011841,THEFT UNDER - BICYCLE,2017-08-07,2017,August,Monday,7,219,0,2017-08-07,2017,August,Monday,7,219,14,D11,"Apartment (Rooming House, Condo)",Apartment,KH,FLITE 100,RG,1,BLK,,STOLEN,-79.43366002211202,43.64976679731303,"{""coordinates"": [[-79.433660022, 43.649766797]], ""type"": ""MultiPoint""}"
12344,GO-20179011822,THEFT UNDER - BICYCLE,2017-07-17,2017,July,Monday,17,198,2,2017-08-07,2017,August,Monday,7,219,8,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,FOREST FIXIE,RG,1,DGR,475,STOLEN,-79.34249798006343,43.66052751195524,"{""coordinates"": [[-79.34249798, 43.660527512]], ""type"": ""MultiPoint""}"
12345,GO-20179011932,THEFT UNDER,2017-08-01,2017,August,Tuesday,1,213,10,2017-08-08,2017,August,Tuesday,8,220,16,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,DOLCE SPORT,RC,14,RED,1500,STOLEN,-79.38091294638609,43.656324795428525,"{""coordinates"": [[-79.380912946, 43.656324795]], ""type"": ""MultiPoint""}"
12346,GO-20179011942,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,11,2017-08-08,2017,August,Tuesday,8,220,17,D31,Universities / Colleges,Educational,SC,None,RC,14,GRY,1500,STOLEN,-79.50966111774405,43.775176988443285,"{""coordinates"": [[-79.5096611179999, 43.775176988]], ""type"": ""MultiPoint""}"
12347,GO-20179011903,THEFT UNDER,2017-08-03,2017,August,Thursday,3,215,9,2017-08-08,2017,August,Tuesday,8,220,11,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,CAMELEON 2,MT,18,BLK,650,STOLEN,-79.34432507549373,43.65722250149533,"{""coordinates"": [[-79.344325075, 43.657222501]], ""type"": ""MultiPoint""}"
12348,GO-20179011904,THEFT UNDER - BICYCLE,2017-07-31,2017,July,Monday,31,212,11,2017-08-08,2017,August,Tuesday,8,220,12,D51,"Apartment (Rooming House, Condo)",Apartment,OT,2016 HYBRID,OT,3,BLK,1016.989990234375,STOLEN,-79.36608185416597,43.649320288423866,"{""coordinates"": [[-79.366081854, 43.6493202880001]], ""type"": ""MultiPoint""}"
12349,GO-20179011925,THEFT UNDER - BICYCLE,2017-08-07,2017,August,Monday,7,219,15,2017-08-08,2017,August,Tuesday,8,220,14,D14,Bar / Restaurant,Commercial,GI,ROAM 2,MT,18,BLU,750,STOLEN,-79.40059593313326,43.64573068503313,"{""coordinates"": [[-79.400595933, 43.6457306850001]], ""type"": ""MultiPoint""}"
12350,GO-20171429688,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,11,2017-08-08,2017,August,Tuesday,8,220,20,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RALEIGH,HYBRID,MT,12,GRY,,STOLEN,-79.4159903445941,43.78163299652674,"{""coordinates"": [[-79.415990345, 43.781632997]], ""type"": ""MultiPoint""}"
12351,GO-20179011904,THEFT UNDER - BICYCLE,2017-07-31,2017,July,Monday,31,212,11,2017-08-08,2017,August,Tuesday,8,220,12,D51,"Apartment (Rooming House, Condo)",Apartment,OT,ALLIED,MT,3,BLK,900,STOLEN,-79.36608185416597,43.649320288423866,"{""coordinates"": [[-79.366081854, 43.6493202880001]], ""type"": ""MultiPoint""}"
12352,GO-20179011919,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,13,2017-08-08,2017,August,Tuesday,8,220,13,D52,Bar / Restaurant,Commercial,UK,None,RG,7,LGR,600,STOLEN,-79.38132014339358,43.65116169026529,"{""coordinates"": [[-79.381320143, 43.65116169]], ""type"": ""MultiPoint""}"
12353,GO-20179011921,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,9,2017-08-08,2017,August,Tuesday,8,220,14,D52,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,OT,SPECIALIZED,MT,18,BLK,100,STOLEN,-79.38377904686179,43.66303790214166,"{""coordinates"": [[-79.383779047, 43.663037902]], ""type"": ""MultiPoint""}"
12354,GO-20179011965,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,8,2017-08-08,2017,August,Tuesday,8,220,23,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SU,None,RG,20,BLK,110,STOLEN,-79.38055375336535,43.67160661071029,"{""coordinates"": [[-79.3805537529999, 43.6716066110001]], ""type"": ""MultiPoint""}"
12355,GO-20179012094,THEFT UNDER - BICYCLE,2017-04-08,2017,April,Saturday,8,98,18,2017-08-08,2017,August,Tuesday,8,220,18,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SC,None,RG,21,BLK,120,STOLEN,-79.316900820856,43.66715838684683,"{""coordinates"": [[-79.316900821, 43.667158387]], ""type"": ""MultiPoint""}"
12356,GO-20179011903,THEFT UNDER,2017-08-03,2017,August,Thursday,3,215,9,2017-08-08,2017,August,Tuesday,8,220,11,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,KO,JAKE,RG,9,BLK,1500,STOLEN,-79.34432507549373,43.65722250149533,"{""coordinates"": [[-79.344325075, 43.657222501]], ""type"": ""MultiPoint""}"
12357,GO-20179011963,THEFT UNDER - BICYCLE,2017-08-04,2017,August,Friday,4,216,7,2017-08-08,2017,August,Tuesday,8,220,22,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SU,None,OT,18,BLU,750,STOLEN,-79.37009915354126,43.65616289526663,"{""coordinates"": [[-79.3700991539999, 43.6561628950001]], ""type"": ""MultiPoint""}"
12358,GO-20171429231,THEFT UNDER - BICYCLE,2017-08-04,2017,August,Friday,4,216,14,2017-08-08,2017,August,Tuesday,8,220,19,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,DASH,OT,21,SILWHI,400,STOLEN,-79.4370618209781,43.65521640563446,"{""coordinates"": [[-79.437061821, 43.6552164060001]], ""type"": ""MultiPoint""}"
12359,GO-20171425185,THEFT UNDER - BICYCLE,2017-07-15,2017,July,Saturday,15,196,12,2017-08-08,2017,August,Tuesday,8,220,9,D52,"Apartment (Rooming House, Condo)",Apartment,OTHER,None,MT,21,LBL,120,STOLEN,-79.40152963967357,43.66715790954936,"{""coordinates"": [[-79.40152964, 43.6671579100001]], ""type"": ""MultiPoint""}"
12360,GO-20179011958,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,20,2017-08-08,2017,August,Tuesday,8,220,21,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,None,MT,24,BLK,1000,STOLEN,-79.40292313865461,43.72785347519304,"{""coordinates"": [[-79.4029231389999, 43.7278534750001]], ""type"": ""MultiPoint""}"
12361,GO-20179011960,THEFT UNDER - BICYCLE,2017-08-05,2017,August,Saturday,5,217,13,2017-08-08,2017,August,Tuesday,8,220,22,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,VFR5,RG,24,BLK,729,STOLEN,-79.38247084224005,43.64529468439835,"{""coordinates"": [[-79.382470842, 43.6452946840001]], ""type"": ""MultiPoint""}"
12362,GO-20179012109,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,10,2017-08-08,2017,August,Tuesday,8,220,11,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KH,FLITE 100,RC,1,PLE,1500,STOLEN,-79.43759812115529,43.65940351104009,"{""coordinates"": [[-79.437598121, 43.6594035110001]], ""type"": ""MultiPoint""}"
12363,GO-20179011884,THEFT UNDER - BICYCLE,2017-08-05,2017,August,Saturday,5,217,0,2017-08-08,2017,August,Tuesday,8,220,7,D13,"Apartment (Rooming House, Condo)",Apartment,NO,VFR,RG,21,GRY,1000,STOLEN,-79.4347809038936,43.69254077629962,"{""coordinates"": [[-79.434780904, 43.6925407760001]], ""type"": ""MultiPoint""}"
12364,GO-20179011895,THEFT UNDER - BICYCLE,2017-07-16,2017,July,Sunday,16,197,7,2017-08-08,2017,August,Tuesday,8,220,10,D14,"Apartment (Rooming House, Condo)",Apartment,GI,HYBRID/CITY BIL,RG,24,GRY,600,STOLEN,-79.40082183305799,43.64429608367387,"{""coordinates"": [[-79.4008218329999, 43.6442960840001]], ""type"": ""MultiPoint""}"
12365,GO-20179011893,THEFT UNDER - BICYCLE,2017-07-31,2017,July,Monday,31,212,8,2017-08-08,2017,August,Tuesday,8,220,8,D51,"Apartment (Rooming House, Condo)",Apartment,OT,SIRIUS ELITE,MT,18,BLK,2200,STOLEN,-79.37518954869476,43.65180399090766,"{""coordinates"": [[-79.375189549, 43.6518039910001]], ""type"": ""MultiPoint""}"
12366,GO-20179011897,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,9,2017-08-08,2017,August,Tuesday,8,220,9,D51,"Apartment (Rooming House, Condo)",Apartment,OT,None,RG,8,GRN,600,STOLEN,-79.36741075408068,43.65240439150804,"{""coordinates"": [[-79.3674107539999, 43.6524043920001]], ""type"": ""MultiPoint""}"
12367,GO-20179011948,THEFT UNDER,2017-08-08,2017,August,Tuesday,8,220,16,2017-08-08,2017,August,Tuesday,8,220,19,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CC,CCM SLOPE,MT,21,GRY,269.989990234375,STOLEN,-79.58490726788355,43.738782974325794,"{""coordinates"": [[-79.5849072679999, 43.7387829740001]], ""type"": ""MultiPoint""}"
12368,GO-20179011890,THEFT UNDER - BICYCLE,2017-08-05,2017,August,Saturday,5,217,23,2017-08-08,2017,August,Tuesday,8,220,9,D55,"Apartment (Rooming House, Condo)",Apartment,SU,VIE,RG,21,MRN,100,STOLEN,-79.30579163596954,43.66875560841342,"{""coordinates"": [[-79.305791636, 43.668755608]], ""type"": ""MultiPoint""}"
12369,GO-20171428773,THEFT UNDER - BICYCLE,2017-08-07,2017,August,Monday,7,219,9,2017-08-08,2017,August,Tuesday,8,220,18,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CANNONDALE,BAD BOY 3,TO,27,BLK,1300,STOLEN,-79.38865813860727,43.643979183082834,"{""coordinates"": [[-79.388658139, 43.643979183]], ""type"": ""MultiPoint""}"
12370,GO-20179011951,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,9,2017-08-08,2017,August,Tuesday,8,220,19,D53,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,NO,VOLANTE,RG,27,GRY,1100,STOLEN,-79.37792337253975,43.721735013315154,"{""coordinates"": [[-79.377923373, 43.721735013]], ""type"": ""MultiPoint""}"
12371,GO-20179011946,THEFT UNDER - BICYCLE,2017-08-04,2017,August,Friday,4,216,19,2017-08-08,2017,August,Tuesday,8,220,18,D32,"Apartment (Rooming House, Condo)",Apartment,OT,None,TO,1,ONG,300,STOLEN,-79.40935040752991,43.76034038802441,"{""coordinates"": [[-79.409350408, 43.760340388]], ""type"": ""MultiPoint""}"
12372,GO-20179011975,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,21,2017-08-09,2017,August,Wednesday,9,221,9,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,None,OT,1,BLK,250,STOLEN,-79.40746683714495,43.66590821005157,"{""coordinates"": [[-79.407466837, 43.6659082100001]], ""type"": ""MultiPoint""}"
12373,GO-20179011973,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,20,2017-08-09,2017,August,Wednesday,9,221,8,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,FJ,ABSOLUTE 2.1,OT,21,SIL,625,STOLEN,-79.43858362047088,43.63665808417511,"{""coordinates"": [[-79.43858362, 43.636658084]], ""type"": ""MultiPoint""}"
12374,GO-20179011972,THEFT UNDER - BICYCLE,2017-08-06,2017,August,Sunday,6,218,7,2017-08-09,2017,August,Wednesday,9,221,7,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,None,OT,18,RED,500,STOLEN,-79.41147202950798,43.645690888077326,"{""coordinates"": [[-79.41147203, 43.645690888]], ""type"": ""MultiPoint""}"
12375,GO-20179012022,THEFT UNDER - BICYCLE,2017-08-09,2017,August,Wednesday,9,221,7,2017-08-09,2017,August,Wednesday,9,221,16,D54,Ttc Subway Station,Transit,UK,SINGLE SPEED FI,RC,1,BLK,680,STOLEN,-79.30098755237307,43.689436122397865,"{""coordinates"": [[-79.300987552, 43.6894361220001]], ""type"": ""MultiPoint""}"
12376,GO-20171433348,THEFT UNDER - BICYCLE,2017-08-01,2017,August,Tuesday,1,213,5,2017-08-09,2017,August,Wednesday,9,221,12,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,NARCO,None,MT,20,GRY,400,UNKNOWN,-79.44319221893471,43.645592396315955,"{""coordinates"": [[-79.443192219, 43.645592396]], ""type"": ""MultiPoint""}"
12377,GO-20179012040,THEFT UNDER - BICYCLE,2017-08-09,2017,August,Wednesday,9,221,8,2017-08-09,2017,August,Wednesday,9,221,19,D51,"Apartment (Rooming House, Condo)",Apartment,GI,None,MT,24,WHI,750,STOLEN,-79.37851934915876,43.659855698959454,"{""coordinates"": [[-79.378519349, 43.659855699]], ""type"": ""MultiPoint""}"
12378,GO-20179012046,THEFT UNDER - BICYCLE,2017-08-07,2017,August,Monday,7,219,20,2017-08-09,2017,August,Wednesday,9,221,19,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,None,MT,18,None,100,STOLEN,-79.48566601266666,43.668501847714964,"{""coordinates"": [[-79.485666013, 43.6685018480001]], ""type"": ""MultiPoint""}"
12379,GO-20179012053,THEFT UNDER - BICYCLE,2017-08-09,2017,August,Wednesday,9,221,7,2017-08-09,2017,August,Wednesday,9,221,19,D32,"Apartment (Rooming House, Condo)",Apartment,OT,None,RC,12,None,,STOLEN,-79.40717201486807,43.7579133882272,"{""coordinates"": [[-79.407172015, 43.7579133880001]], ""type"": ""MultiPoint""}"
12380,GO-20171433348,THEFT UNDER - BICYCLE,2017-08-01,2017,August,Tuesday,1,213,5,2017-08-09,2017,August,Wednesday,9,221,12,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,TREK,None,MT,40,GRN,400,UNKNOWN,-79.44319221893471,43.645592396315955,"{""coordinates"": [[-79.443192219, 43.645592396]], ""type"": ""MultiPoint""}"
12381,GO-20171432768,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,19,2017-08-09,2017,August,Wednesday,9,221,15,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,BOULDER,None,MT,16,BLU,600,STOLEN,-79.21429416705949,43.77079690739237,"{""coordinates"": [[-79.2142941669999, 43.770796907]], ""type"": ""MultiPoint""}"
12382,GO-20171431996,THEFT UNDER - BICYCLE,2017-07-14,2017,July,Friday,14,195,13,2017-08-09,2017,August,Wednesday,9,221,8,D52,"Apartment (Rooming House, Condo)",Apartment,OTHER,None,MT,21,GRYGRN,200,STOLEN,-79.40152963967357,43.66715790954936,"{""coordinates"": [[-79.40152964, 43.6671579100001]], ""type"": ""MultiPoint""}"
12383,GO-20179011977,THEFT UNDER - BICYCLE,2017-08-04,2017,August,Friday,4,216,11,2017-08-09,2017,August,Wednesday,9,221,18,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,OT,CLASSICO,RG,7,BLK,400,STOLEN,-79.39992533665395,43.659819501676246,"{""coordinates"": [[-79.399925337, 43.6598195020001]], ""type"": ""MultiPoint""}"
12384,GO-20179012019,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,2,2017-08-09,2017,August,Wednesday,9,221,16,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,LUXOR,EL,12,BLK,2500,STOLEN,-79.37540855657336,43.67127351037715,"{""coordinates"": [[-79.375408557, 43.67127351]], ""type"": ""MultiPoint""}"
12385,GO-20179011982,THEFT UNDER - BICYCLE,2017-07-26,2017,July,Wednesday,26,207,1,2017-08-09,2017,August,Wednesday,9,221,10,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,None,OT,1,BLK,350,STOLEN,-79.45504892012029,43.66380583081635,"{""coordinates"": [[-79.45504892, 43.663805831]], ""type"": ""MultiPoint""}"
12386,GO-20179011988,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,21,2017-08-09,2017,August,Wednesday,9,221,11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,CORSO 2.0 SUS H,OT,21,RED,679.9500122070312,STOLEN,-79.38162554982559,43.66736870647241,"{""coordinates"": [[-79.38162555, 43.667368706]], ""type"": ""MultiPoint""}"
12387,GO-20179012001,THEFT UNDER - BICYCLE,2017-08-01,2017,August,Tuesday,1,213,15,2017-08-09,2017,August,Wednesday,9,221,14,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,260,MT,18,BLK,406.7699890136719,STOLEN,-79.32163777093132,43.76856552206212,"{""coordinates"": [[-79.321637771, 43.7685655220001]], ""type"": ""MultiPoint""}"
12388,GO-20179012000,THEFT UNDER - BICYCLE,2017-08-07,2017,August,Monday,7,219,15,2017-08-09,2017,August,Wednesday,9,221,12,D53,"Apartment (Rooming House, Condo)",Apartment,OT,None,OT,18,DBL,200,STOLEN,-79.40476973939758,43.668980612452145,"{""coordinates"": [[-79.404769739, 43.668980612]], ""type"": ""MultiPoint""}"
12389,GO-20179012014,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,20,2017-08-09,2017,August,Wednesday,9,221,15,D32,Convenience Stores,Commercial,TR,XCALIBER 7,MT,27,BLK,1500,STOLEN,-79.40292313865461,43.72785347519304,"{""coordinates"": [[-79.4029231389999, 43.7278534750001]], ""type"": ""MultiPoint""}"
12390,GO-20171432300,B&E,2017-08-08,2017,August,Tuesday,8,220,16,2017-08-09,2017,August,Wednesday,9,221,9,D52,"Apartment (Rooming House, Condo)",Apartment,OT,STREET RACER SR,RC,24,RED,2000,STOLEN,-79.38208824652705,43.65909819820201,"{""coordinates"": [[-79.382088247, 43.659098198]], ""type"": ""MultiPoint""}"
12391,GO-20179011970,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,21,2017-08-09,2017,August,Wednesday,9,221,2,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,None,RG,4,DGR,650,STOLEN,-79.38091294638609,43.656324795428525,"{""coordinates"": [[-79.380912946, 43.656324795]], ""type"": ""MultiPoint""}"
12392,GO-20179012040,THEFT UNDER - BICYCLE,2017-08-09,2017,August,Wednesday,9,221,8,2017-08-09,2017,August,Wednesday,9,221,19,D51,"Apartment (Rooming House, Condo)",Apartment,GI,RAPID (SIZE = M,TO,24,WHI,500,STOLEN,-79.37851934915876,43.659855698959454,"{""coordinates"": [[-79.378519349, 43.659855699]], ""type"": ""MultiPoint""}"
12393,GO-20179012024,THEFT UNDER,2017-07-25,2017,July,Tuesday,25,206,22,2017-08-09,2017,August,Wednesday,9,221,16,D52,"Apartment (Rooming House, Condo)",Apartment,UK,INTERCEPT,EL,29,None,1900,STOLEN,-79.38677054766374,43.6677816070383,"{""coordinates"": [[-79.386770548, 43.6677816070001]], ""type"": ""MultiPoint""}"
12394,GO-20179011970,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,21,2017-08-09,2017,August,Wednesday,9,221,2,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SC,None,FO,7,RED,450,STOLEN,-79.38091294638609,43.656324795428525,"{""coordinates"": [[-79.380912946, 43.656324795]], ""type"": ""MultiPoint""}"
12395,GO-20179012034,THEFT UNDER - BICYCLE,2017-08-02,2017,August,Wednesday,2,214,15,2017-08-09,2017,August,Wednesday,9,221,18,D41,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,HF,53045C 35615Y,BM,1,BLU,110.73999786376953,STOLEN,-79.26828758786104,43.70739071380607,"{""coordinates"": [[-79.268287588, 43.707390714]], ""type"": ""MultiPoint""}"
12396,GO-20179012090,THEFT UNDER - BICYCLE,2017-08-08,2017,August,Tuesday,8,220,19,2017-08-10,2017,August,Thursday,10,222,14,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,OSLO,RG,18,GRY,1800,STOLEN,-79.29192505053925,43.674168937640914,"{""coordinates"": [[-79.291925051, 43.674168938]], ""type"": ""MultiPoint""}"
12397,GO-20171441119,THEFT UNDER - BICYCLE,2017-08-10,2017,August,Thursday,10,222,7,2017-08-10,2017,August,Thursday,10,222,15,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,-,None,OT,0,None,,STOLEN,-79.36300135983919,43.66008969919346,"{""coordinates"": [[-79.3630013599999, 43.660089699]], ""type"": ""MultiPoint""}"
